Symbol	Description
MMTIF.OB	Micromem Technologies Inc
MMTLF.OB	Madison Metals Inc
MMTMF.OB	Monument Mng Ltd
MMTOF.OB	Mitsubishi Motors
MMTRS.OB	Mills Music TR Unit
MNARF.OB	Morguard North American REIT
MNAT.OB	Marquette National Corp
MNBEF.OB	Minebea Mitsumi Inc
MNBO.OB	Mnb Holdings Corp
MNBP.OB	Mars Bancorp Inc
MNDDF.OB	Monde Nissin Corp
MNDJF.OB	Mandalay Resources Corp
MNDP.OB	Mundus Group Inc
MNGG.OB	Mining Global Inc
MNGGF.OB	Mongolia Growth Group Ltd
MNGPF.OB	Man Group Ltd
MNHVF.OB	Mowi ASA
MNII.OB	Manati Industries Inc
MNIZ.OB	Gen 2 Technologies Inc
MNKA.OB	Manuka Inc
MNKIF.OB	Monks Investment Trust Plc
MNLCF.OB	Manulife Financial Corp
MNLXF.OB	Miniluxe Holding Corp
MNMB.OB	Merchants & Marine Bancorp Inc
MNMRF.OB	Monumental Energy Corp
MNOIY.OB	Mandarin Oriental International Ltd
MNPP.OB	Merchants National Properties Inc
MNQFF.OB	Manulife Financial Corp
MNRLD.OB	Badlands Resources Inc
MNRLF.OB	Mineral Mountain Resources Ltd
MNSEF.OB	Magnis Energy Technologies Ltd
MNSF.OB	Mansfelder Metals
MNTHF.OB	Minth Group Ltd
MNTHY.OB	Minth Group Ltd
MNTR.OB	Mentor Capital Inc
MNXBF.OB	Monex Group Inc
MNXMF.OB	Auteco Minerals Ltd
MNXXF.OB	Manganese X Energy Corp
MOAEF.OB	Mongolia Energy Corp. Ltd
MOBIF.OB	Mobi724 Global Solutions Inc
MOBO.OB	Mobile Lads Corp
MOBQ.OB	Mobiquity Technologies Inc
MOBQW.OB	Mobiquity Technologies Inc WT
MOCI.OB	Modern Cinema Group Inc
MODVF.OB	Melcor Developments Ltd
MOGLF.OB	Mongolian Mining Corp
MOJO.OB	Equator Beverage Company
MOMT.OB	Moneyonmobile
MONDF.OB	Mondi Plc.
MONDY.OB	Mondi Plc.
MONI.OB	Moon Equity Hdgs Corp
MONOF.OB	Monotaro Co. Ltd
MONOY.OB	Monotaro Ltd
MONRF.OB	Moncler S.P.A.
MONRY.OB	Moncler S.P.A ADR
MONSF.OB	Montea Sicafi
MONTF.OB	Montfort Capital Corp
MOPN.OB	Mop Environmental
MOTNF.OB	Powertap Hydrogen Capital Corp
MOYFF.OB	Mynaric Ag
MPAD.OB	Micropac Industries Inc
MPCB.OB	Mountain Pacific Bancorp Inc
MPCMF.OB	Mapletree Panasia Coml TR
MPEG.OB	Innovacom Inc
MPFRF.OB	Mapfre Sa
MPFRY.OB	Mapfre Sa ADR
MPGPF.OB	Michael Page Intl
MPHYF.OB	Mcphy Energy
MPIR.OB	Empire Diversified Energy Inc
MPNGF.OB	Meituan
MPNGY.OB	Meituan Dianping Repstg 2 Cl B ADR
MPSYF.OB	Morphosys Ag
MPVDF.OB	Mountain Province Diamonds Inc
MPXOF.OB	Mpx International Corp
MPZZF.OB	Mpc Container Ships As
MQBKY.OB	Macquarie Grp ADR
MQMIF.OB	Metalquest Mining Inc
MQMNW.OB	Mcewen Mining WT [22/11/2024]
MRAAF.OB	Murata Manufacturing Inc
MRAAY.OB	Murata Manufacturing ADR
MRBLF.OB	Marble Finl Inc
MRCHF.OB	Miraca Holdings Inc
MRCR.OB	Moro Corp
MRDH.OB	Meridian Holdings Inc
MRES.OB	Institute of Biomedi
MRETF.OB	Martinrea International Inc
MRGE.OB	Mirage Energy Corp
MRGO.OB	Margo Caribe
MRIRF.OB	Bmex Gold Inc
MRLLF.OB	Minera Irl Ltd
MRLWF.OB	Marlowe Plc
MRMD.OB	Marimed Inc
MRNJ.OB	Metatron Inc
MRPLY.OB	Mr. Price Group Ltd
MRPMF.OB	Marco Polo Marine Ltd
MRPRF.OB	Merlin Properties Socimi Sa
MRPT.OB	Macreport.Net Inc
MRRDF.OB	Meridian Mining UK Societas
MRRLF.OB	Marel Food Systems HF
MRRTY.OB	Marfrig Global Foods Sa
MRTI.OB	Maxus Realty Trust Inc
MRTMF.OB	Maritime Res Corp
MRVGF.OB	Mirvac Group
MRVSY.OB	Minerva Sa ADR
MRZLF.OB	Mirasol Resources Ltd
MRZM.OB	Marizyme Inc
MSADY.OB	MS&Ad Ins Group ADR
MSAH.OB	Man Shing Agricultural Holdings Inc
MSBB.OB	Mercer Bancorp Inc
MSBC.OB	Mission Bancorp
MSBHF.OB	Mitsubishi Corp
MSBM.OB	MSB Global Capital Corp
MSBN.OB	Messaben Corp
MSCF.OB	Msc Income Fd Inc
MSCH.OB	Mainstreetchamber Holdings Inc.
MSCLF.OB	Satellos Bioscience Inc
MSET.OB	Madison Sports & Entertainment Group Inc
MSEXP.OB	Middlesex Water Co.
MSGNF.OB	Man Sang International Ltd
MSLOF.OB	Mitsui O.S.K. Lines Ltd
MSLOY.OB	Mitsui Osk Lines Ltd ADR
MSLPQ.OB	Muscle Pharm Corp
MSLVF.OB	Mantaro Precious Metals Corp
MSMGF.OB	Grid Metals Corp
MSMY.OB	Mc Endeavors Inc
MSNVF.OB	Mission Ready Solutions Inc
MSPC.OB	Metrospaces Inc
MSRM.OB	Mushrooms Inc
MSSMY.OB	Misumi Group Inc
MSSV.OB	Meso Numismatics Inc
MSTH.OB	Mystic Holdings Inc
MSTO.OB	Masterbeat Corp
MSTXF.OB	Madoro Metals Corp
MSUXF.OB	Misumi Group Inc
MSVB.OB	Mid-Southern Bancorp Inc
MSWV.OB	Main Street Financial Services Corp
MSYN.OB	MS Young Adventure Enterprise Inc
MTALF.OB	Quebec Rare Earth Elements Corp
MTCPY.OB	Mtr Corp Ltd ADR
MTEHF.OB	Spark Energy Minerals Inc
MTEI.OB	Mountain Energy Inc
MTFC.OB	Minster Financial Corp
MTGRF.OB	Mount Gibson Iron Ltd
MTHRY.OB	M3 Inc
MTLFF.OB	Metallis Resources Inc
MTLHF.OB	Mitsubishi Chemical Group Corp
MTLHY.OB	Mitsubishi Chemical Group Corp ADR
MTLI.OB	Metaline Contact Mines
MTNOF.OB	Mtn Group Ltd Ord
MTNOY.OB	Mtn Group Ltd ADR
MTOMF.OB	First Growth Funds Ltd
MTPOF.OB	Metropolitan Bank & Trust
MTPP.OB	Mountain Top Properties Inc
MTPTF.OB	Motorpoint Plc
MTRAF.OB	Metro Inc
MTRBF.OB	Metro Bk Hldgs Plc
MTRJF.OB	Mtr Corporation Ltd
MTRT.OB	Metal Arts Company Inc
MTSFF.OB	Mitsui Fudosan Co. Ltd
MTSFY.OB	Mitsui Fudosan Ltd ADR
MTSUY.OB	Mitsubishi Corp
MTTCF.OB	Steakholder Foods Ltd
MTTRY.OB	Ceconomy Ag
MTUAF.OB	Mtu Aero Engines Hlds Ag
MTUAY.OB	Mtu Aero Engines Hol
MTWO.OB	Inky Inc
MTYFF.OB	Mty Food Group Inc
MUEL.OB	Mueller [Paul] Co.
MUKCF.OB	Maruwa Unyu Kikan CO Ltd
MUNMF.OB	Mundoro Capital Inc
MURGF.OB	Muenchener Rueckver Ges
MURGY.OB	Muenchener Re Group ADR
MURMF.OB	Murchison Minerals Ltd
MVCO.OB	Metavesco Inc
MVES.OB	The Movie Studio Inc
MVLY.OB	Mission Valley Bancorp
MVMDF.OB	Mountain Valley MD Holdings Inc
MVNC.OB	Marvion Inc
MVNT.OB	Movement Inds Corp
MVPT.OB	Mvp Holdings Inc New
MVVYF.OB	Moovly Media Inc
MWRK.OB	Metaworks Platforms Inc
MWSNF.OB	Mawson Gold Ltd
MWTCF.OB	Manila Water Company Inc
MWTCY.OB	Manila Water Co. Inc
MWWC.OB	Marketing Worldwide Corp
MXCHF.OB	Mexichem Sab DE Cv
MXCHY.OB	Orbia Advance Corp S A B
MXGFF.OB	Maxim Power Corp Ord
MXROF.OB	Max Resource Corp
MXSG.OB	Mexus Gold US
MXTLF.OB	Metalex Ventures Ltd
MXTRF.OB	Montero Mining & Exploration Ltd
MXXEF.OB	MDAX Ex
MYBUF.OB	Meyer Burger Technology Ag
MYCB.OB	My City Builders Inc
MYCOF.OB	Mydecine Innovations Group Inc
MYIDF.OB	Reklaim Ltd
MYLKF.OB	Planting Hope Inc
MYMX.OB	Mymetics Corp
MYRUF.OB	Myriad Uranium Corp
MYRX.OB	Myrexis Inc
MYTAY.OB	Magyar Telekom Telecommunications Plc.
MYTHY.OB	Mytilineos Sa
MYZQF.OB	Advanced Health Intelligence Ltd
MZDAF.OB	Mazda Motor Corp
MZDAY.OB	Mazda Motor Corp
MZHOF.OB	Mizuho Financial Group Inc
MZTFF.OB	Mizrahi Tefahot Bank Ltd
MZZMF.OB	Matador Mining Ltd
NABZY.OB	Natl Australia Bank ADR
NACB.OB	National Capital Bancorp Inc
NACQQ.OB	Nextpoint Financial Inc
NAFS.OB	North America Frac Sand Inc
NAHD.OB	New Asia Holdings Inc
NANX.OB	Nanophase Technologies Corp
NAPRF.OB	Naspers Ltd
NASB.OB	Nasb Financial Inc
NASO.OB	Naples Soap Company Inc
NATKY.OB	National Atomic Kazatomprom Jsc
NAUBF.OB	National Australia Bank Ltd [Victoria Australia
NAUFF.OB	Nevgold Corp
NAUH.OB	National American University Holdings Inc
NAVB.OB	Navidea Biopharmaceuticals Inc
NBBTF.OB	Natural Beauty Biotechnology Ltd
NBCDF.OB	National Bk Cda Montreal Que 1st Pfd Ser 30 Pref
NBCO.OB	Neon Bloom Inc
NBDR.OB	No Borders Inc
NBGIF.OB	National Bank of Greece S.A.
NBGRY.OB	National Bk Greece S A
NBIO.OB	Nascent Biotech Inc
NBLWF.OB	Nobel Corp
NBND.OB	Netbrands Corp
NBNKF.OB	Nordea Bank Abp
NBPVF.OB	Nb Private Equity Partners Ltd
NBRI.OB	North Bay Resources Inc
NBRVF.OB	Nabriva Therapeutics Plc
NBRWF.OB	Nabors Industries Ltd
NBRY.OB	Newberry Specialty Bakers Inc
NBTRF.OB	Nobel Res Corp
NBVAF.OB	Nubeva Technologies Ltd
NBYCF.OB	Niobay Metals Inc
NCAUF.OB	Newcore Gold Ltd
NCBDF.OB	Bandai Namco Holdings Inc
NCBDY.OB	Namco Bandai Hlds ADR
NCCBF.OB	Ncc Ab Shs -B- [Sweden]
NCEN.OB	Nacel Energy Corp
NCFFF.OB	Northcliff Resources Ltd
NCHEY.OB	Nichirei Corp
NCLTF.OB	Nitori Holdings Ltd
NCLTY.OB	Nitori Holdings
NCMBF.OB	Goldon Resources Ltd
NCPCF.OB	Nickel Creek Platinum Corp
NCRRP.OB	NCR Voyix Corp
NCSYF.OB	Nice Ltd
NCTKF.OB	Nabtesco Corp
NCTKY.OB	Nabtesco Corp
NCXS.OB	Nbc Bancorp Inc
NDATF.OB	Ndatalyze Corp
NDBKF.OB	Nedbank Group Ltd
NDBKY.OB	Nedbank Group Ltd Ad ADR
NDCVF.OB	Nordic Semiconductor ASA
NDEKY.OB	Nitto Denko Corp
NDENF.OB	African Energy Metals Inc
NDEV.OB	Novus Acquisition & Development Corp
NDGPF.OB	Nine Dragons Paper Holdings Ltd
NDGPY.OB	Nine Dragons Paper Holdings Ltd
NDRBF.OB	Nibe Industrier Ab
NDTAF.OB	Northern Data Ag
NDTP.OB	Ndt Pharmaceuticals Inc
NDVAF.OB	Indiva Ltd
NDVLY.OB	New World Dev Ltd ADR
NEFB.OB	Neffs Bancorp Inc
NEMKY.OB	Nemetschek Se
NEMTF.OB	Nemetschek Ag Ord
NENTF.OB	Vialay Group Ab
NEOJF.OB	Neojapan Inc
NESR.OB	National Energy Services Reunited Corp
NESRF.OB	Northern Star Resources Ltd
NESRW.OB	National Energy Services Reunited Corp WT
NETTF.OB	Netease Inc
NETWF.OB	Network Media Group Inc
NEUN.OB	Neurogenesis Inc
NEVDF.OB	Nevada Copper Corp
NEWDF.OB	Newfoundland Discovery Corp
NEWEN.OB	New England Power Co.
NEWH.OB	Newhydrogen Inc
NEWUF.OB	Newtopia Inc
NEXCF.OB	Nextech3D Ai Corp
NEXD.OB	Next Dynamics Inc
NEXNF.OB	Nexe Innovations Inc
NEXNY.OB	Nexans Paris Act
NEXOF.OB	Nexon Ltd
NEXOY.OB	Nexon Ltd ADR
NEXPF.OB	Nexi S.P.A.
NEXXY.OB	Nexi S.P.A.
NFEI.OB	New Frontier Energy Inc
NFLDF.OB	Exploits Discovery Corp
NFTFF.OB	Nft Technologies Inc
NFTI.OB	Nofire Technologies Inc
NFTN.OB	Nfiniti Inc
NFUNF.OB	Nuclear Fuels Inc
NFYEF.OB	Nfi Group Inc
NGCG.OB	New Generation Consumer Group Inc
NGCRF.OB	Nagacorp Ltd
NGCRY.OB	Nagacorp Ltd
NGELF.OB	Nge Cap Ltd
NGENF.OB	Nervgen Pharma Corp
NGGTF.OB	National Grid Transc
NGKIF.OB	Ngk Insulators Ltd
NGLD.OB	Nevada Canyon Gold Corp
NGLOY.OB	Anglo American Plc ADR
NGMC.OB	Next Generation Management Corp
NGMDF.OB	Nugen Med Devices Inc
NGPHF.OB	Northern Graphite Corp
NGRBF.OB	Nextgen Food Robotics Corp
NGRC.OB	National Graphite Corp
NGRRF.OB	Nagarro Se
NGTF.OB	Nightfood Holdings Inc
NGXXF.OB	Ngex Minerals Ltd
NHHHF.OB	Fuelpositive Corp
NHHS.OB	Northstar Healthcare Income Inc
NHIQ.OB	Nanthealth Inc
NHLG.OB	Natl Healthcare Logistics
NHMAF.OB	Nihon M and A Center Inc
NHMD.OB	Nate's Food Co.
NHNKY.OB	Nihon Kohden Corp
NHOLF.OB	Sompo Hldgs Inc
NHPEF.OB	New Hope Corp Ltd
NHYDY.OB	Norsk Hydro ADR
NHYF.OB	Natural Harmony Foods Inc
NHYKF.OB	Norsk Hydro ASA Ord
NIABY.OB	Nibe Industrier Ab
NICH.OB	Nitches Inc
NICLF.OB	Class 1 Nickel and Technologies Limited
NICMF.OB	Nickel Industries Ltd
NICOF.OB	Nico Resources Ltd
NIDB.OB	Northeast Indiana Bancorp Inc
NIHK.OB	Video River Networks Inc
NIKA.OB	Nika Biotechnology Inc
NILA.OB	Nilam Resources Inc
NILIF.OB	Surge Battery Metals Inc
NIMU.OB	Non-Invasive Monitoring Systems Inc
NINOY.OB	Nikon Corp ADR
NIOCF.OB	Nio Strategic Metals Inc
NIOIF.OB	Nio Inc
NIPNF.OB	Nec Corp
NISTF.OB	Nippon Steel Ord
NJDCY.OB	Nihon Densan Kabushiki Kaisha ADR
NKGFF.OB	Nevada King Gold Corp
NKLXF.OB	Nickelex Resource Corp
NKORF.OB	Palladium One Mining Inc
NKOSF.OB	Labrador Gold Corp
NKRKF.OB	Nokian Tyres Plc.
NKRKY.OB	Nokian Tyres Plc.
NKWFF.OB	Oceanic Wind Energy Inc
NLBS.OB	Nutralife Biosciences Inc
NLCP.OB	Newlake Capital Partners Inc
NLLSF.OB	Nel ASA
NLLSY.OB	Nel ASA
NLPXF.OB	Noble Mineral Exploration Inc
NLRCF.OB	Northern Lights Resources Corp
NLSC.OB	Namliong Skycosmos Inc
NLST.OB	Netlist Inc
NLTBF.OB	Nolato Ab
NLVVF.OB	New Leaf Ventures Inc
NMAKF.OB	Nemak S A B DE C V
NMBF.OB	Nmb Finl. Corp
NMEHF.OB	Nomura Real Estate Holdings Inc
NMEX.OB	Northern Minerals & Exploration Ltd
NMGC.OB	Neomagic Corp
NMGX.OB	Nano Magic Inc
NMLSF.OB	Nova Mentis Life Sciences Corp
NMMCF.OB	Nmc Health Plc.
NMPWP.OB	Niagara Mohawk Power Corp
NMREF.OB	Namibia Critical Metals Inc
NMTLF.OB	New Age Metals Inc
NMTRQ.OB	9 Meters Biopharma Inc
NMXS.OB	Net Medical Xpress Solutions Inc
NMYSF.OB	Namsys
NNAX.OB	New Momentum Corp
NNCHY.OB	Nissan Chemical Corp
NNCSF.OB	Nanosonics Ltd
NNDNF.OB	Nippon Corp
NNFSF.OB	Nongfu Spring CO Ltd
NNGPF.OB	NN Group NV
NNGRY.OB	NN Group NV
NNLRF.OB	Nova Net Lease REIT
NNMX.OB	Nanomix Corp
NNOCF.OB	Nanoco Group Plc
NNOMF.OB	Nano One Materials Corp
NNRI.OB	Nnrf Inc
NNRX.OB	Nutranomics Inc
NNUP.OB	Nocopi Technologies Inc
NNWWF.OB	North West Company Inc
NNXPF.OB	Nanoxplore
NNXXY.OB	Nexity Sa
NNYR.OB	Northamerican Energy Group Corp
NOBH.OB	Nobility Homes Inc
NOCRF.OB	Norden Crown Metals Corp
NOCSF.OB	Norseman Silver Inc
NODB.OB	North Dallas BK&Tr Tex
NOHO.OB	Novation Holdings Inc
NOKBF.OB	Nokia [Ab] Oy EUR 0
NOKPF.OB	Nok Airlines Public CO Ltd
NOMNF.OB	Canex Metals Inc
NONEF.OB	Netone Systems Co. Ltd
NONEY.OB	Net One Systems CO Ltd
NONOF.OB	Novo Nordisk A/S B
NOPMF.OB	NEO Performance Materials Inc
NORD.OB	Nordicus Partners Corp
NORNQ.OB	Noranda Aluminum Holding Corp
NORSF.OB	Norsk Titanium As
NOSPF.OB	Neoen Spa Act
NOSUF.OB	Nerds On Site Inc
NOURF.OB	Northern Uranium Ltd Ord
NOUV.OB	Nouveau Life Pharmaceuticals Inc
NOVNQ.OB	Nvn Liquidation Inc
NOVRF.OB	Nova Royalty Corp
NOWG.OB	Nowigence Inc
NOWVF.OB	Nowvertical Group Inc
NOXL.OB	Noxel Corp
NPACF.OB	Quadient Sa
NPEHF.OB	Nippon Express Co. Ltd
NPHC.OB	Nutra Pharma Corp
NPIFF.OB	Northland Power Income Fund
NPKYY.OB	Nippon Kayaku CO Ltd
NPLS.OB	Np Life Sciences Health Industry Group
NPNYY.OB	Nippon Yusen ADR
NPPHY.OB	Nippon Paint Holdings Co. Ltd
NPPNY.OB	Nippon Shinyaku Company Ltd
NPPTF.OB	Neptune Digital Assets Corp
NPPXF.OB	Nippon Telegraph & Telephone Corp
NPRFF.OB	Nepra Foods Inc
NPSCY.OB	Nippon Steel Corp ADR
NPSGY.OB	Nippon Sheet Glass Co. Ltd
NPSKY.OB	Nsk Ltd
NPSNY.OB	Naspers Ltd ADR
NPTH.OB	Northern Potash Co.
NPTLF.OB	Northam Platinum Hldgs Ltd
NRBT.OB	Novus Robotics Inc
NRDBY.OB	Nordea Bank Abp ADR
NRDXF.OB	Nordex Ag
NREG.OB	Newregen Inc
NRGIY.OB	Neoenergia Sa
NRGOF.OB	Newrange Gold Corp
NRGYF.OB	New Energy Metals
NRHI.OB	Natural Resource Holdings Inc
NRILY.OB	Nomura Research Institute Ltd
NRIS.OB	Norris Industries Inc
NRKBF.OB	Nkt A/S
NROM.OB	Noble Roman's Inc
NRPI.OB	Nrp Stone Inc
NRRMF.OB	Norra Metals Corp
NRRSF.OB	Norsemont Mining Inc
NRRWF.OB	Nuran Wireless Inc
NRSAF.OB	Norse Atlantic ASA
NRSCF.OB	Nomura Holdings Inc
NRSDY.OB	Nordic Semiconductor ASA
NRTZF.OB	Noritz Corp
NRVTF.OB	Noram Lithium Corp
NRWMF.OB	Norwest Minerals Ltd
NRXBF.OB	Nurexone Biologic Inc
NRXCF.OB	Neutrisci Intl Inc
NRXXY.OB	Nordex Se
NSANF.OB	Nissan Motor Co. Ltd
NSANY.OB	Nissan Motors ADR
NSARO.OB	Nstar Electric Pfd 4.78%
NSARP.OB	Nstar Electric
NSAV.OB	Net Savings Link Inc
NSCIF.OB	Nanalysis Scientific Corp
NSFDF.OB	Nxt Energy Solutions Inc
NSGCF.OB	Northstar Gold Corp
NSGP.OB	Newstream Energy Technologies Group Inc
NSHKF.OB	Nippon Shokubai Co. Ltd
NSHRF.OB	Northern Shield Res
NSHSF.OB	Nanosphere Health Sciences Inc
NSKFF.OB	Kongsberg Gruppen ASA
NSPDF.OB	Naturally Splendid Enterprises Ltd
NSPT.OB	Newron Sport
NSRCF.OB	Nextsource Materials
NSRGF.OB	Nestle Sa Cham Et Ve
NSRGY.OB	Nestle Sa ADR
NSRPF.OB	Novo Res Corp
NSRS.OB	North Springs Resources Corp
NSTC.OB	Northern Star Investment Corp III Cl A
NSTD.OB	Northern Star Investment Corp IV Cl A
NSTDU.OB	Northern Star Investment Corp IV UT
NSTDW.OB	Northern Star Investment Corp IV WT
NSTM.OB	Novelstem International Corp
NSTTW.OB	Northern Star Investment Corp. III
NSTYY.OB	Northern Star Resources Ltd
NSUPF.OB	Northern Superior
NSVGF.OB	Nass Valley Gateway Ltd
NSYC.OB	National Stock Yards Co.
NTAC.OB	New Technology Acquisition Holdings
NTBP.OB	New Tripoli Bancorp Inc
NTCPF.OB	Northisle Copper & G
NTDOF.OB	Nintendo Ltd-Ord
NTDOY.OB	Nintendo Ltd ADR
NTDTY.OB	Ntt Data Group Corp
NTELF.OB	92 Energy Ltd
NTFL.OB	Network 1 Financial Group Inc
NTGL.OB	Nanotech Gaming Inc
NTII.OB	Neurobiological Technologies Inc
NTIOF.OB	National Bank of Canada
NTLK.OB	Net Talk.com
NTMFF.OB	Neotech Metals Corp
NTOIF.OB	Neste Oil Ord
NTOIY.OB	Neste Oil Oyj ADR
NTPIF.OB	Nam Tai Property Inc
NTRR.OB	Neutra Corp
NTRU.OB	Natur International Corp
NTSGF.OB	National Storage REIT
NTTYY.OB	Nippon Telegraph and Telephone Corp ADR
NTUR.OB	Natural Blue Resources Inc
NTXVF.OB	Nexteer Automotive Group Ltd
NUBC.OB	Northumberland Bancorp
NUFMF.OB	Nufarm Ltd
NUGL.OB	Nugl Inc
NUGN.OB	Nugene International Inc
NUKK.OB	Nukkleus Inc
NULGF.OB	Nulegacy Gold Corp
NUMD.OB	Nu-Med
NUMIF.OB	Numinus Wellness Inc
NURAF.OB	Nomura Research Institute Ltd
NURPF.OB	Neuren Pharmaceuticals Ltd
NUVI.OB	Emo Capital Corp
NUVM.OB	Nuvim Inc
NUVR.OB	Nuvera Communications Inc
NUVSF.OB	Nuvista Energy Ltd
NUWEW.OB	Nuwellis Inc
NVAAF.OB	Nova Minerals Ltd
NVACF.OB	Nova Cannabis Inc
NVDEF.OB	Nevada Exploration Inc
NVGLF.OB	NV Gold Corp
NVGT.OB	Novagant Corp
NVLHF.OB	Nevada Lithium Resources Inc
NVLIF.OB	Nova Lithium Corp
NVLPF.OB	Nova Leap Health Corp
NVNXF.OB	Novonix Ltd
NVSEF.OB	Novartis Ag
NVSGF.OB	Nevada Sunrise Metals Corp
NVTQF.OB	Trench Metals Corp
NVYTF.OB	Novacyt
NVZMF.OB	Novozymes A/S
NVZMY.OB	Novozymes Unspn ADR
NWARF.OB	Norwegian Air Shuttle ASA
NWAU.OB	Nowauto Inc
NWBO.OB	Northwest Bioth Cmn
NWCCF.OB	Northwest Copper Corp
NWCI.OB	Newcardio Inc
NWDVW.OB	Gannett Company Inc
NWFAF.OB	New Focus Auto Technology Holdings Ltd
NWGIW.OB	Newgioco Group Inc
NWHUF.OB	Northwest Healthcare
NWIFF.OB	Nuinsco Resources Ltd
NWINF.OB	Naked Wines Plc
NWITY.OB	Network International Holdings Plc ADR
NWLXF.OB	Newlox Gold Ventures
NWPG.OB	Newport Gold Inc
NWPIF.OB	Flint Corp
NWPN.OB	Now Corp
NWPP.OB	New Peoples Bankshar
NWRLY.OB	New World Department Store China Ltd
NWSGY.OB	Nws Holdings Ltd
NWTT.OB	Nw Tech Capital Inc
NWVCF.OB	Enwave Corp
NWWCF.OB	New China Life Ins Co. Ltd
NWXPF.OB	Newport Exploration
NWYF.OB	Northway Finl Inc #
NXDCF.OB	Nextdc Ltd
NXEN.OB	Nexien Biopharma Inc
NXFNF.OB	Next 15 Group Plc
NXGB.OB	Nxgen Brands Inc
NXGM.OB	Nexgen Mining Inc
NXGPY.OB	Next Group Plc
NXGT.OB	Nexteligent Holdings Inc
NXHSF.OB	Next Hydrogen Solutions Inc
NXMH.OB	Next Meats Hldg Inc
NXMR.OB	Nextmart Inc
NXOPF.OB	Nexoptic Technology Corp
NXPGF.OB	National Express Group Plc
NXPRF.OB	Nexans Paris Act
NXSCF.OB	Next Science Ltd
NXSGF.OB	Nexus Gold Corp
NXTN.OB	Next10 Inc
NYMXF.OB	Nymox Pharm Corp
NYUKF.OB	Nippon Yusen Kabushiki Kaisha
NYWKF.OB	Ntg Clarity Networks Inc
NZEOF.OB	New Zealand Oil & Gas Ltd
NZERF.OB	New Zealand Energy Corp
NZRFF.OB	Channel Infrastructure NZ Ltd
NZSTF.OB	NZX Ltd
NZTCF.OB	Spark New Zealand Limited
OAKC.OB	Oakworth Capital Inc
OAKV.OB	Oak View Bankshares Inc
OASPW.OB	Oasis Petroleum Inc
OATN.OB	O.A.T. Inc
OBGRF.OB	Orbit Garant Drilling Inc
OBIIF.OB	Obic Company Ltd
OBNNF.OB	Osisko Mining
OBRUF.OB	Oberon Uranium Corp
OBSEF.OB	Obseva Sa
OBTC.OB	Osprey Bitcoin Trust
OBYCF.OB	Obayashi Corp
OCANF.OB	Oceanagold Corp
OCDDY.OB	Ocado Group Plc Hatfield ADR
OCDGF.OB	Ocado Group Plc
OCEL.OB	
OCELD.OB	Organicell Regenerative Medicine Inc
OCGSF.OB	Outcrop Gold Corp
OCINF.OB	Oci N.V.
OCLDY.OB	Orica Ltd ADR
OCLG.OB	Oncologix Tech Inc
OCLN.OB	Originclear Inc
OCPNF.OB	Olympus Corp
OCTX.OB	Octagon 88 Resources Inc
ODDAF.OB	Odd Burger Corp
ODEFF.OB	Petrichor Energy Inc
ODERF.OB	Odakyu Electric Railway Co. Ltd
ODFJF.OB	Odfjell Drilling Ltd
ODII.OB	Odyssey Semiconductor Technologies Inc
ODOT.OB	Osprey Polkadot Trust
ODYY.OB	Odyssey Group Intl Inc
OEDVQ.OB	Osage Exploration and Development Inc
OERLF.OB	Oc Oerlikon Corp
OEZVF.OB	Verbund Ag
OEZVY.OB	Verbund Ag ADR
OFED.OB	Oconee Fed Fin Corp
OFSTF.OB	Carbon Streaming Corp
OGAA.OB	Organic Agricultural Company Limited
OGFGF.OB	Origin Energy Ltd
OGFGY.OB	Origin Energy Ltd Ad
OGGFF.OB	Oragin Foods Inc
OGGNF.OB	Origen Resources Inc
OGNRF.OB	Orogen Royalties Inc
OGOFF.OB	Organto Foods Inc
OGPKS.OB	Otis Gallery Llc.
OGSRW.OB	Overseas Shipholding Group Inc
OHCS.OB	Optimus Healthcare Services Inc
OIBRQ.OB	Oi S.A. ADR
OIBZQ.OB	Oi S.A.
OICT.OB	Oicintra Inc
OIEXF.OB	Synergia Energy Ltd
OIGBQ.OB	Orbital Infrastructure Group Inc
OIGLF.OB	Chariot Ltd
OIIIF.OB	O3 Mining Inc
OILCD.OB	
OILCF.OB	Permex Petroleum Corp
OILFF.OB	Nextleaf Solutions Ltd
OILRF.OB	Oil Refineries Ltd
OILSF.OB	Saturn Oil & Gas Inc
OJIPY.OB	Oji Holdings Corp
OJOC.OB	Ojai Oil Co.
OKENF.OB	Okeanis Eco Tankers Corp
OKIEF.OB	Oki Electric Industry Co. Ltd
OKMN.OB	Okmin Resources
OKPRF.OB	Global Uranium & Enrichment Ltd
OLCLF.OB	Oriental Land Co. Ltd
OLCLY.OB	Oriental Land Ltd ADR
OLGPF.OB	Olam Group Ltd
OLKR.OB	Openlocker Holdings Corp
OLVI.OB	Oliveda International Inc
OLVRF.OB	Olivut Resources Ltd
OLYMY.OB	Olympus Corp
OMAGQ.OB	Omagine
OMGGF.OB	Omai Gold Mines Corp
OMHE.OB	Omni Health Inc
OMHI.OB	Om Hldgs Intl Inc
OMID.OB	Omid Hldgs Inc
OMMSF.OB	Omineca Mng & Metals
OMRNF.OB	Omron Corp
OMRNY.OB	Omron Corp ADR
OMTK.OB	Omnitek Engineering Corp
OMVJF.OB	Omv Aktiengesellschaft [Austria]
